"There is always a second life... And you just used it up!", "Il y a toujours une seconde vie ... Et vous venez de l'utiliser !"
"Studies have shown that your chances of losing are 99.99999%.", "Des études ont montré que vos chances de perdre sont de 99,99999%."
"Open Parachute", "Ouvrir le Parachute"
"press ENTER", "appuyez sur Entrée"
"BACKPACK", "SAC À DOS"
"GROUND", "SOL"
"Scramble to find the best loot and fight to be the last survivor.", "Trouver le meilleur équipement et battez-vous pour survivre."
"Start with set weapon. Respawn each time you die.", "Commencez avec une arme. Réapparaissez à chaque fois que vous mourez."
"Play New Game", "Commencez une nouvelle partie"
"SPECTATE", "MODE SPECTATEUR"
"PLAY NEW GAME", "NOUVELLE PARTIE"
"DEFEND BOMBS!", "DÉFENDRE LES BOMBES !"
"DEFEND MISSILES!", "DÉFENDRE LES MISSILES !"
"KILLS", "ÉLIMINATIONS"
"Results", "Résultats"
"to Arm Bomb", "pour armer la bombe"
"to Lower Missile", "pour abaisser missile"
"Unused", "Inutilisé"
"Fall Faster", "Chuter plus vite"
"To view your full stats, please sign in.", "Pour afficher vos statistiques complètes, veuillez vous connecter."
"Time Remaining", "Temps restant"
"Vehicle Escort", "Escorte de véhicule"
"To earn crates, complete missions, keep track of your XP, and to purchase coins in War Brokers, please sign in.", "Pour gagner des caisses, terminer des missions, garder une trace de votre XP et pour acheter des pièces chez War Brokers, veuillez vous connecter."
"Press L to Lock/Unlock Cursor", "Appuyez sur L pour verrouiller/déverrouiller le curseur"
"New Holiday skins!", "Nouveaux skins de vacances!"
"Earn a holiday crate for every 30 minutes of play!", "Gagnez une caisse de vacances pour toutes les 30 minutes de jeu!"
"New Weapons!", "Nouvelles armes!"
"Try out the VSS (Close Range Sniper) and the .50 Cal Sniper!", "Essayez le VSS (Sniper De Courte Distance) et le Sniper de Calibre 50 !"
"Other weapons like the Mini-Gun and Rifle have been buffed!", "D'autres armes comme le Minigun et le fusil de sniper ont été améliorés!"
"DEATH MATCH", "MATCH À MORT"
"Starting in", "Commence dans"
"WAITING FOR ONE MORE PLAYER...", "EN ATTENTE D'UN JOUEUR DE PLUS ..."
"STARTING IN", "COMMENCE DANS"
"CAPTURE POINTS", "CAPTURE DE ZONE"
"VEHICLE ESCORT", "ESCORTE DE VÉHICULE"
"MOVE THE TANK", "BOUGER LE TANK"
"Flag has been raised", "Le drapeau à été levé"
"Raising your flag", "Drapeau en en cours d’élévation"
"Lowering enemy flag", "Abaissement du drapeau ennemi"
"VSS", "VSS"
".50 Cal Sniper", "Sniper Calibre 50"
"Objective failed, switching sides.", "Échec de l'objectif, changement de côté."
"Objective completed, switching sides.", "Objectif complété, changement de côté."
"You earned a Holiday Crate!!!", "Vous avez gagné une caisse de vacances !!!"
"Bomb", "La Bombe"
"was disarmed!", "a été désamorcée!"
"Missile", "Le Missile"
"was launched!", "a été lancé!"
"CITY POINT", "CITY POINT"
"TOMB", "TOMBEAU"
"BGM Overlay", "Superposition de BGM"
"Get the new limited time items!", "Obtenez les nouveaux articles à durée limitée!"
"War Brokers Steam version 55% off until February 11:", "War Brokers Steam version 55% de réduction jusqu'au 11 février:"
"Faster load time", "Temps de chargement plus rapide"
"Turret", "Tourelle"
"You earned a Special Crate!!!", "Vous avez gagné une caisse spéciale !!!"
"Vulgar, offensive or derogatory words in your player name do not meet War Brokers standards.  Please choose a new name, and continue enjoying War Brokers", "Les mots vulgaires, offensants ou péjoratifs dans votre nom de joueur ne répondent pas aux normes de War Brokers. Veuillez choisir un nouveau nom et continuer à profiter du jeu."
"Vulgar, offensive or derogatory chat messages do not meet War Brokers standards. You have been warned for your behavior. Please be considerate of your fellow players and enjoy War Brokers", "Les messages de conversation vulgaires, offensants ou péjoratifs ne répondent pas aux normes de War Brokers. Vous avez été averti de votre comportement. Restez respectueux de vos camarades joueurs et prenez le temps d'apprécier le jeu."
"Crossbow", "Arbalète"
"THE SOMME", "LA SOMME"
"Buy War Brokers on Steam!", "Achetez War Brokers sur Steam!"
"Leprechaun Hat", "Chapeau de lutin"
"Leprechaun Beard", "Barbe de lutin"
"Four Leaf Clover Decal (free)", "Emblème trèfle à quatre feuilles (gratuit)"
"Leprechaun Ears (free)", "Oreilles de Lutin (gratuit)"
"Leprechaun Skin (free)", "Skin de lutin (gratuit)"
"Please quit the server you are on before joining a new one!", "Veuillez quitter le serveur sur lequel vous vous trouvez avant d'en rejoindre un nouveau!"
"Please choose a nick name that is not vulgar, religious, or has bad words.", "Veuillez choisir un pseudonyme qui ne soit pas vulgaire, religieux ou offensant."
"Unique Nick", "Pseudo unique"
"FRIENDS", "AMIS"
"Friend List", "Liste d'amis"
"Join", "Joindre"
"Remove", "Retirer"
"Remove Friend?", "Supprimer un ami ?"
"Friend Requests", "Demandes d'ami"
"Accept", "Accepter"
"Decline", "Décliner"
"Find Someone", "Trouver quelqu'un"
"Request", "Demander"
"Death Match, Escort, Package Drop, Missile Launch, Bomb Disposal", "Match à mort, Escorte, Récupération de colis, Lancement de missile, Déminage"
"SPECTATOR MODE", "MODE SPECTATEUR"
"Waiting for free slot", "En attente d’une place libre"
"Press 1 or 2 to cycle players", "Appuyez sur 1 ou 2 pour faire défiler les joueurs"
"Choose a nick", "Choisissez un pseudo"
"SCAR", "SCAR"
"TRIBUTE", "TRIBUTE"
"Stream on Twitch now to be featured here", "Diffusez sur Twitch maintenant pour être présenté ici"
"Sign in to connect with friends!", "Connectez-vous pour vous connecter avec des amis!"
"No pending invites...", "Aucune invitation en attente ..."
"Offline", "Hors ligne"
"Players", "Joueurs"
"No friends...", "Pas d'amis..."
"No results...", "Aucun résultat..."
"COWBOYS WITH MATCHING HOLSTERS, HATS, BANDOLIER AND BANDANA - AVAILABLE IN THE STORE", "COWBOYS AVEC DES ÉTUITS ASSORTIS, CHAPEAUX, BANDOULIÈRES ET BANDANA, DISPONIBLES EN LE MAGASIN"
"SOMBRERO AND CUSTOMIZABLE FLAG BANDANA FREE WITH PLAY", "SOMBRERO ET UN BANDANA PERSONNALISABLE GRATUIT EN JOUANT"
"ADS", "PUBLICITÉS"
"Head Shot SFX", "Effets sonores de tir à tête"
"Dynamic Lights", "Lumières dynamiques"
" to Activate Terminal", "  pour activer le terminal"
"Slow down to refuel", "Ralentir pour faire le plein"
"Hold still to refuel", "Rester immobile pour faire le plein"
"Fuel tank full", "Réservoir d'essence plein"
"Up to 4x faster frame rate than browser.", "Fréquence d'images jusqu'à 4 fois plus rapide que celle du navigateur."
"Steam exclusive Hazmat suit.", "Tenue Hazmat exclusif avec Steam."
"3D positional audio versus stereo on browser.", "Positionnement audio 3D versus stéréo sur le navigateur."
"Includes 1200 Coins", "Comprend 1200 pièces"
"Unique orange nickname.", "Surnom orange unique."
"BATTLE ROYALE", "BATAILLE ROYALE"
"CLASSIC", "CLASSIQUE"
"You earned a Special Item!!!", "Vous avez gagné un article spécial !!!"
"Tactical Shotgun", "Fusil à pompe tactique"
"Sprint", "Courir"
"Chat Window", "Fenêtre de discussion"
"MOONBASE", "BASE LUNAIRE"
"ALL-TIME & DAILY LEADERBOARDS - WEAPON INFO - PERSONAL STATS - MAPS - COMICS - VIDEOS", "CLASSES JOURNALIERES ET QUOTIDIENNES - INFO D’'ARMES - STATS PERSONNELES - CARTES - COMICS - VIDÉOS"
"Fire Mode", "Mode de tir"
"Scroll Wheel", "Molette"
"Left mouse button to parachute", "Bouton gauche de la souris pour parachuter"
"Right mouse button to spawn", "Bouton droit de la souris pour apparaître"
"You are in screen shot mode. Press RIGHT SHIFT + 8 to turn on your gun so you can fire", "Vous êtes en mode de capture d'écran. Appuyez sur MAJ DROITE + 8 pour faire apparaître votre arme afin que vous puissiez tirer"
"Activate Terminal", "Activer le Terminal"
"Search", "Chercher"
"AREA 15 BASE", "ZONE 15 BASE"
"AREA 15 BUNKER", "ZONE 15 BUNKER"
"SKULL ISLAND", "ILE DU CRANE"
"The human race is dead.", "La race humaine est morte."
"The zombies are coming for you!  Make teams with other players to survive, or go it alone and kill everything that moves, the choice is yours...", "Les zombies viennent pour vous! Faites équipe avec les autres joueurs pour survivre, ou allez-y seuls et tuez tout ce qui bouge, à vous de voir…"
"Change your nick to something else", "Changez votre pseudo pour quelque chose d’autre"
"Change Nick", "Changer le pseudo"
"Default", "Défault"
"Competitive", "Compétitif"
"Lobby", "Lobby"
"COMPETITIVE", "COMPETITIF"
"Team up with your friends in a 2x2 match", "Faites équipe avec vos amis dans un match de 2v2"
"LOBBY", "LOBBY"
"Elo -", "Elo -"
"Unable to connect to server, please try again", "Impossible de se connecter aux serveurs, veuillez réessayer"
"HANGAR", "HANGAR"
"KITCHEN", "CUISINE"
"TEST", "TEST"
"Waiting for", "En attente de"
"more player(s)", " joueur(s) de plus"
"Match Win!", "Victoire !"
"Match Loss!", "Défaite !"
"Match Tie!", "Égalité !"
"Waiting for the other team...", "En attente de l’autre équipe..."
"Invite a player to team with you, join someone's team, or let the computer team you up automatically.  Press Play when ready.", "Invitez un joueur à jouer avec vous, ou rejoignez l’équipe de quelqu’un, ou laissez l’ordinateur vous mettre en équipe automatiquement. Appuyez Jouer quand vous êtes prêts"
"Rifle", "Munition de fusil"
"Light", "Munition légère"
"Emblem Color", "Couleur de l’emblème"
"Party", "Partie"
"Invite", "Inviter"
"Private", "Privé"
"Quit", "Quitter"
"Leave", "Partir"
"Space Center", "Centre Spatial"
"Rest Stop", "Aire de Repos"
"Stadium", "Stadium"
"Trailer Park", "Parc de Caravanes"
"Farmington Farms", "Fermes de Farmington"
"Old Wings Salvage", "Casse d’Avions"
"Metro Airport", "Aéroport Métropolitain"
"Training Grounds", "Terrains d’entraînement"
"The Diner", "The Diner"
"Train Station", "Station de Trains"
"Fuel Refinery", "Rafinerie d’essence"
"Grand City", "Grande Ville"
"The Port", "Le Port"
"Government Park", "Parc du Gouvernement"
"Junkers", "Casse"
"Skywatch Base", "Base Skywatch"
"Area 15", "Zone 15"
"Mountain Base", "Base montagneuse"
"Del Gato", "Del Gato"
"The Reactor", "Le Réacteur"
"Old Man's Cabin", "La Cabine de l’Ancien"
"Pin Enemy", "Signaler un ennemi"
"CREATE WAR BROKERS ACCOUNT", "CRÉER UN COMPTE WAR BROKERS"
"Solo", "Seul"
"Check this out", "Regarde ça"
"Enemy spotted", "Ennemi localisé"
"Found", "Trouve"
"Marker cleared", "Marker effacé"
"Take my walkie talkie to a radar station", "Amène mon talkie walkie à une station radar"
"Cover me", "Couvre-moi"
"Follow me", "Suis-moi"
"I need attachments", "J’ai besoin d’attachements"
"I need armor", "J’ai besoin d’armure"
"I need ammo", "J’ai besoin de munitions"
"I need health", "J’ai besoin de soins"
"Let's stay here", "Restons ici"
"Clear your ping marker", "Efface ton marker de signalement"
"I need rifle ammo", "J’ai besoin de munitions pour fusil"
"I need unused ammo", "J’ai besoin de munitions inutilisées"
"I need light ammo", "J’ai besoin de munitions légères
"I need heavy ammo", "J’ai besoin de munitions lourdes"
"I need shotgun ammo", "J’ai besoin de munitions de fusil à pompe"
"DWARF'S DUNGEON", "LE DONJON DU NAIN"
"Error! Already is a friend", "Erreur ! Déjà amis"
"Error! Please accept their invitation", "Erreur ! Veuillez accepter son invitation"
"Loading...", "En chargement..."
"Reconnecting", "Reconnection"
"Error! You have already issued a friend request", "Erreur! Vous avez déjà envoyé une demande d’ami"
"Steam is offline, unable to connect", "Steam est hors ligne, impossible de connecter"
"Duos Party", "Parties en duos"
"Join Duo", "Rejoindre le Duo"
"Invite to Duo", "Inviter en Duo"
"Block Duo Invites", "Bloquer les invitations de Duo"
"Fill (Will search for partner)", "Remplir (Va chercher un pertenaire)"
"No Fill (Will not search for partner)", "Pas remplir (Ne cherchera pas un partenaire)"
"Leave Duo", "Quitter le Duo"
"YOUR PARTNER CAN REVIVE YOU.  HANG IN THERE!", "VOTRE PARTENAIRE PEUT VOUS REVIVRE. TENEZ BON!"
"YOUR DUOS PARTNER IS", "VOTRE PARTENAIRE DE DUO EST"
"HEAD TO A RADAR STATION AND ACTIVATE THE COMPUTER", "RENDEZ-VOUS À UNE STATION RADAR ET ACTIVEZ L’ORDINATEUR"
"GET THE WALKIE TALKIE TO REVIVE YOUR TEAMMATE", "OBTENEZ LE TALKIE-WALKIE POUR RÉANIMER VOTRE COÉQUIPIER"
"FRONTIER", "FRONTIÈRE"
"Invite a player to team with you, join someone's team.  Choose fill to search for a partner.  Press Play when ready.", "Invitez un joueur à faire équipe avec vous, rejoignez l’équipe de quelqu’un.  Choisissez Remplir pour chercher un partenaire. Appuyez sur Jouer quand vous êtes prêts."
