"You death has made someone else very happy.  Congratulations!", "Dein Tod hat jemand anderen sehr glücklich gemacht. Glückwünsch!"
"Thank you for contributing to The Grim Reapers daily quota.", "Danke, dass du zur täglichen Quote vom Sensenmann beigetragen hast."
"We are informing you that we will be dropping your body from 40,000 feet for 'research'.", "Zur Information, wir werfen deinen Körper aus 12 km Höhe. Für Forschungszwecke."
"Next time, please die near the soccer goal so the winner can play with your dead body.", "Das nächste Mal, stirb bitte in der Nähe des Fußballtores, damit der Gewinner mit deinem toten Körper spielen kann."
"We have now started the ritual to transform you into a pancake.", "Wir haben jetzt mit dem Ritual begonnen, dich in einen Pfannkuchen zu verwandeln."
"There is always a second life... wait actually this was your only one.", "Es gibt immer ein zweites Leben ... warte eigentlich hast du nur eins."
"There is always a second life... And you just used it up!", "Es gibt immer ein zweites Leben ... Und du hast es gerade verbraucht!"
"Studies have shown that your chances of losing are 99.99999%.", "Studien haben gezeigt, dass deine Chancen zu verlieren bei 99,99999% sind."
"Open Parachute", "Fallschirm öffnen"
"press ENTER", "Drücke ENTER"
"BACKPACK", "RUCKSACK"
"GROUND", "BODEN"
"Scramble to find the best loot and fight to be the last survivor.", "Kämpfe um die beste Beute zu finden und der letzte Überlebende zu sein."
"Start with set weapon. Respawn each time you die.", "Starte mit den gewählten Waffe. Respawne jedes Mal wenn du stirbst."
"Play New Game", "Spiel ein neues Spiel"
"SPECTATE", "BEOBACHTEN"
"PLAY NEW GAME", "SPIELE NEUES SPIEL"
"DEFEND BOMBS!", "BOMBEN VERTEIDIGEN!"
"DEFEND MISSILES!", "RAKETEN VERTEIDIGEN!"
"KILLS", "TÖTUNGEN"
"Results", "Ergebnisse"
"to Arm Bomb", "um Bombe scharf zu stellen"
"to Lower Missile", "um Rakete zu senken"
"Unused", "Ungebraucht"
"Fall Faster", "schneller fallen"
"To view your full stats, please sign in.", "Melde dich an, um die vollständige Statistik zu sehen."
"Time Remaining", "Verbleibende Zeit"
"Vehicle Escort", "Fahrzeug Eskorte"
"To earn crates, complete missions, keep track of your XP, and to purchase coins in War Brokers, please sign in.", "Melde dich an, um Kisten zu erhalten, Missionen abzuschließen, deine XP zu verfolgen und Münzen bei War Brokers zu kaufen."
"Press L to Lock/Unlock Cursor", "Drücke L, um den Cursor zu sperren / zu entsperren"
"New Holiday skins!", "Neue Feiertag Skins!"
"Earn a holiday crate for every 30 minutes of play!", "Verdiene eine Feiertagsbox für alle 30 Spielminuten!"
"New Weapons!", "Neue Waffen!"
"Try out the VSS (Close Range Sniper) and the .50 Cal Sniper!", "Probiere das VSS (Nahkampf Sniper) und den .50 Cal Sniper aus!"
"Other weapons like the Mini-Gun and Rifle have been buffed!", "Andere Waffen wie die Mini-Gun und das Jagdgewehr wurden verbessert."
"DEATH MATCH", "DEATH MATCH"
"Starting in", "Startet in"
"WAITING FOR ONE MORE PLAYER...", "WARTEN AUF EINEN WEITEREN SPIELER..."
"STARTING IN", "STARTET IN"
"CAPTURE POINTS", "EINNAHMEPUNKTE"
"VEHICLE ESCORT", "FAHRZEUG ESKORTE"
"MOVE THE TANK", "ESKORTIERE DEN PANZER"
"Flag has been raised", "Flagge wurde hochgezogen"
"Raising your flag", "Deine Flagge hochziehen"
"Lowering enemy flag", "Feindliche Flagge runterziehen"
"VSS", "VSS"
".50 Cal Sniper", ".50 Cal Sniper"
"Objective failed, switching sides.", "Ziel fehlgeschlagen, Seiten wechseln."
"Objective completed, switching sides.", "Ziel erreicht, Seiten wechseln."
"You earned a Holiday Crate!!!", "Du hast dir eine Feiertagskiste verdient !!!"
"Bomb", "Bombe"
"was disarmed!", "wurde entschärft!"
"Missile", "Rakete"
"was launched!", "wurde gestartet!"
"CITY POINT", "ZENTRUM"
"TOMB", "GRAB"
"BGM Overlay", "S/W BGM Ansicht"
"Get the new limited time items!", "Hole dir neue Gegenstände nur für begrenzter Zeit!"
"War Brokers Steam version 55% off until February 11:", "War Brokers Steam Version reduziert um 55% bis zum 11. Februar:"
"Faster load time", "Schnellere Ladezeit"
"Turret", "Turmgeschütz"
"You earned a Special Crate!!!", "Du hast dir eine besondere Kiste verdient !!!"
"Vulgar, offensive or derogatory words in your player name do not meet War Brokers standards.  Please choose a new name, and continue enjoying War Brokers", "Vulgäre, beleidigende oder abfällige Wörter in Ihrem Spielernamen entsprechen nicht den War Brokers Standards. Bitte wähle einen neuen Namen und hab Spaß an War Brokers"
"Vulgar, offensive or derogatory chat messages do not meet War Brokers standards. You have been warned for your behavior. Please be considerate of your fellow players and enjoy War Brokers", "Vulgäre, anstößige oder abfällige Chat-Nachrichten entsprechen nicht den War Brokers Standards. Du wurdest wegen deines Verhalten gewarnt. Bitte nimm Rücksicht auf deine Mitspieler und hab Spaß an War Brokers"
"Crossbow", "Armbrust"
"THE SOMME", "SOMME"
"Buy War Brokers on Steam!", "Buy War Brokers bei Steam!"
"Leprechaun Hat", "Kobold-Hut"
"Leprechaun Beard", "Kobold-Bart"
"Four Leaf Clover Decal (free)", "Vierblättriges Kleeblatt (kostenlos)"
"Leprechaun Ears (free)", "Kobold Ohren (kostenlos)"
"Leprechaun Skin (free)", "Kobold Skin (kostenlos)"
"Please quit the server you are on before joining a new one!", "Verlasse den Server auf dem du dich befindest, bevor du einem neuen beitrittst!"
"Please choose a nick name that is not vulgar, religious, or has bad words.", "Bitte wähle einen Spitznamen, der weder vulgär noch religiös ist oder Schimpfwörter enthält."
"Unique Nick", "Einzigartiger Name"
"FRIENDS", "FREUNDE"
"Friend List", "Freundesliste"
"Join", "Beitreten"
"Remove", "Löschen"
"Remove Friend?", "Freund entfernen?"
"Friend Requests", "Freundschaftsanfragen"
"Accept", "Akzeptieren"
"Decline", "Ablehnen"
"Find Someone", "Finde jemanden"
"Request", "Anfordern"
"Death Match, Escort, Package Drop, Missile Launch, Bomb Disposal", "Death Match, Eskorte, Paket-Abwurf, Raketenstart, Bomben Entschärfung"
"SPECTATOR MODE", "ZUSCHAUER-MODUS"
"Waiting for free slot", "Warten auf freien Platz"
"Press 1 or 2 to cycle players", "Drücke die 1 oder 2, um zwischen Spielern zu wechseln"
"Choose a nick", "Wähle einen Namen"
"SCAR", "SCAR"
"TRIBUTE", "TRIBUT"
"Stream on Twitch now to be featured here", "Stream auf Twitch um jetzt hier genzeigt zu werden"
"Sign in to connect with friends!", "Melde dich an, um dich mit Freunden zu verbinden!"
"No pending invites...", "Keine ausstehenden Einladungen ..."
"Offline", "Offline"
"Players", "Spieler"
"No friends...", "Keine Freunde..."
"No results...", "Keine Ergebnisse..."
"COWBOYS WITH MATCHING HOLSTERS, HATS, BANDOLIER AND BANDANA - AVAILABLE IN THE STORE", "COWBOYS mit passenden HOLSTERN, HÜTEN, BANDOLIEREN UND BANDANA - im Laden erhältlich"
"SOMBRERO AND CUSTOMIZABLE FLAG BANDANA FREE WITH PLAY", "SOMBRERO UND ANPASSBARE FLAGGEN-BANDANA ERHÄLTLICH DURCH SPIELEN"
"ADS", "WERBUNGEN"
"Head Shot SFX", "Kopfschuss SFX"
"Dynamic Lights", "Dynamische Belichtung"
" to Activate Terminal", " um das Terminal zu aktivieren"
"Slow down to refuel", "Fahre langsamer um zu tanken"
"Hold still to refuel", "Bleib stehen um zu tanken"
"Fuel tank full", "Der Tank ist voll"
"Up to 4x faster frame rate than browser.", "Bis zu 4x schnellere Bildrate als im Browser."
"Steam exclusive Hazmat suit.", "Exklusiver Steam Hazmat Anzug."
"3D positional audio versus stereo on browser.", "3D-Positionsaudio im Vergleich zu Stereo im Browser."
"Includes 1200 Coins", "Beinhaltet 1200 Münzen"
"Unique orange nickname.", "Einzigartiger oranger Name."
"BATTLE ROYALE", "BATTLE ROYALE"
"CLASSIC", "KLASSIK"
"You earned a Special Item!!!", "Du hast einen besonderen Gegenstand bekommen !!!"
"Tactical Shotgun", "Taktische Flinte"
"Sprint", "Sprinten"
"Chat Window", "Chat-Fenster"
"MOONBASE", "MONDBASIS"
"ALL-TIME & DAILY LEADERBOARDS - WEAPON INFO - PERSONAL STATS - MAPS - COMICS - VIDEOS", "ALLZEIT & TÄGLICHE BESTENLISTEN - WAFFENINFO - PERSÖNLICHE STATISTIKEN - KARTEN - COMICS - VIDEOS"
"Fire Mode", "Feuermodus"
"Scroll Wheel", "Mausrad"
"Left mouse button to parachute", "Linke Maustaste um Fallschirm zu nutzen"
"Right mouse button to spawn", "Rechte Maustaste um zu spawnen"
"You are in screen shot mode. Press RIGHT SHIFT + 8 to turn on your gun so you can fire", "Du befindest dich im Bilder-Modus. Drücken die RECHTE SHIFT + 8 um deine Waffe sichtbar zu machen und zu feuern"
"Activate Terminal", "Terminal aktivieren"
"Search", "Suche"
"AREA 15 BASE", "AREA 15 BASIS"
"AREA 15 BUNKER", "AREA 15 BUNKER"
"SKULL ISLAND", "TOTENKOPF INSEL"
"The human race is dead.", "Die Menschheit ist tot."
"The zombies are coming for you!  Make teams with other players to survive, or go it alone and kill everything that moves, the choice is yours...", "Die Zombies kommen und dich zu holen!  Gründe Teams mit anderen Spielern um zu überleben oder kämpfe alleine und schieße auf alles was sich bewegt, du hast die Wahl..."
"Change your nick to something else", "Ändere deinen Namen zu etwas anderem"
"Change Nick", "Namen ändern"
"Default", "Standard"
"Competitive", "Wettkampf"
"Lobby", "Lobby"
"COMPETITIVE", "WETTKAMPF"
"Team up with your friends in a 2x2 match", "Verbünde dich mit deinen Freunden in einem 2x2 Kampf"
"LOBBY", "LOBBY"
"Elo -", "Elo -"
"Unable to connect to server, please try again", "Server nicht erreichbar, bitte versuche es erneut"
"HANGAR", "HANGAR"
"KITCHEN", "KÜCHE"
"TEST", "TEST"
"Waiting for", "Warte auf"
"more player(s)", "weitere Spieler"
"Match Win!", "Spiel gewonnen!"
"Match Loss!", "Leider verloren!"
"Match Tie!", "Unentschieden!"
"Waiting for the other team...", "Warten auf das andere Team..."
"Invite a player to team with you, join someone's team, or let the computer team you up automatically.  Press Play when ready.", "Lade einen Spieler ein um zusammen zu spielen, trete einem Team bei oder lass dich automatisch zuordnen. Drücke auf Spielen wenn du bereit bist."
"Rifle", "Gewehr"
"Light", "Licht"
"Emblem Color", "Emblem Farbe"
"Party", "Party"
"Invite", "Einladen"
"Private", "Privat"
"Quit", "Schließen"
"Leave", "Verlassen"
"Space Center", "Raumfahrtszentrum"
"Rest Stop", "Rastplatz"
"Stadium", "Stadium"
"Trailer Park", "Campingplatz"
"Farmington Farms", "Bauer's Gehöft"
"Old Wings Salvage", "Flugzeug Schrotthalde"
"Metro Airport", "Metro Flughafen"
"Training Grounds", "Trainingsplatz"
"The Diner", "Das Diner"
"Train Station", "Bahnhof"
"Fuel Refinery", "Benzinraffinerie"
"Grand City", "Großstadt"
"The Port", "Der Hafen"
"Government Park", "Regierungsviertel"
"Junkers", "Schrottberge"
"Skywatch Base", "Luftwacht"
"Area 15", "Area 15"
"Mountain Base", "Bergbasis"
"Del Gato", "Del Gato"
"The Reactor", "Der Reaktor"
"Old Man's Cabin", "Des Alten' Hütte"
"Pin Enemy", "Feind Markieren"
"CREATE WAR BROKERS ACCOUNT", "ERSTELLE EINEN WAR BROKERS ACCOUNT"
"Solo", "Solo"
"Check this out", "Schau dir das an"
"Enemy spotted", "Feind entdeckt"
"Found", "Gefunden"
"Marker cleared", "Markierung zurückgesetzt"
"Take my walkie talkie to a radar station", "Bring meinen Walkie-Talkie zur Sendestation"
"Cover me", "Gib mir Deckung"
"Follow me", "Folge mir"
"I need attachments", "Ich brauche Zubehör"
"I need armor", "Ich brauche Rüstung"
"I need ammo", "Ich brauche Munition"
"I need health", "Ich brauche Medi Packs"
"Let's stay here", "Lass uns hier bleiben"
"Clear your ping marker", "Entferne deine Markierung"
"I need rifle ammo", "Ich brauche Gewehrmunition"
"I need unused ammo", "Ich brauche unbenutzte Munition"
"I need light ammo", "Ich brauche leichte Munition"
"I need heavy ammo", "Ich brauche schwere Munition"
"I need shotgun ammo", "Ich brauche Flinten-Munition"
"DWARF'S DUNGEON", "ZWERGENKERKER"
"Error! Already is a friend", "Fehler! Ihr seid bereits befreundet"
"Error! Please accept their invitation", "Fehler! Bitte akzeptiere die Einladung"
"Loading...", "Lade..."
"Reconnecting", "Verbine neu"
"Error! You have already issued a friend request", "Fehler! Du hast bereits eine Freundschaftsanfrage gesendet"
"Steam is offline, unable to connect", "Steam ist offline. Verbindung fehlgeschlagen"
"Duos Party", "Duos Party"
"Join Duo", "Trete einem Duo bei"
"Invite to Duo", "Zum Duo einladen"
"Block Duo Invites", "Duo Einladungen verhindern"
"Fill (Will search for partner)", "Automatische Duo-Partner Zuweisung"
"No Fill (Will not search for partner)", "Kein Automatische Duo-Partner Zuweisung"
"Leave Duo", "Duo verlassen"
"YOUR PARTNER CAN REVIVE YOU.  HANG IN THERE!", "DEIN PARTNER KANN DICH WIEDERBELEBEN. HALTE DURCH!"
"YOUR DUOS PARTNER IS", "DEIN DUO-PARTNER IST"
"HEAD TO A RADAR STATION AND ACTIVATE THE COMPUTER", "GEH ZUR SENDESTATION UND AKTIVIERE DEN COMPUTER"
"GET THE WALKIE TALKIE TO REVIVE YOUR TEAMMATE", "SCHNAPP DIR DAS WALKIE-TALKIE UM DEINEN PARTNER WIEDERZUBELEBEN"
"FRONTIER", "GRENZLAND"
"Invite a player to team with you, join someone's team.  Choose fill to search for a partner.  Press Play when ready.", "Lade einen Spieler ein oder trete einem Team bei. Oder wähle die automatische Partner-Zuordnung. Drücke Spielen wenn du bereit bist."
